Model,Dataset,Lag,Horizon,Consolidated MSE,MAE,MASE,ZI-MAE,ZI-MSE,MAPE,SMAPE,ZI-MAPE,ZI-SMAPE
Chronos,Electricity,24,96,67.85181923479216,88.55133939733983,0.44519719451849216,88.47102132255499,67.77645235446909,3.012800708902392,45.45179346544748,967.1090275576678,45.45179346544748
Chronos,Weather,24,192,3.312041102711553,5.047014368340312,0.5736118765661418,5.044592459998821,3.3103290772281997,7.336575030314917,11.48696009340083,154.06807563661323,11.486960093400832
Chronos,ETTh2,24,192,4.002757694959211,3.4554021538984694,0.24868348144268992,3.4554021538984694,4.002757694959211,4.936077929758166,5.108536295344927,34.552545508307155,5.108536295344927
Chronos,Divvy,24,192,253.8736249251261,166.1466178976256,1.1442119428022874,166.12236507456433,253.84979060920054,14.580135786132471,106.44192234612427,2916.0271572264937,106.44192234612427
Chronos,Exchange,24,192,1.3482473077649937,2.0877555547527553,0.16927712589284416,2.0876418101779817,1.3482398555758983,0.027646779680716042,0.22736691838917186,0.22117423744572834,0.2273669183891719
Chronos,Weather,24,336,5.140779420885598,6.264934111258627,0.7465501464083771,6.264766860748568,5.140754095690365,14.956610651744695,12.259070054361244,314.08882368663865,12.259070054361244
Chronos,ETTm1,24,192,6.556207544297909,4.224880839337167,0.6049344843294786,4.224880839337167,6.556207544297909,0.9837363590538069,3.721381525875944,6.886154513376649,3.721381525875944
Chronos,Illness,24,192,36.58181417370762,11.35657324966769,3.458351758839378,11.278852129947062,36.17284106766551,1.0440873582334027,4.327942440919047,7.308611507633818,4.327942440919048
Chronos,Weather,24,720,7.130667581325262,8.074234269742718,0.9228942032618357,8.072998172799656,7.129286313824261,58.93122855966247,13.194836552158216,1237.5557997529122,13.194836552158216
Chronos,Exchange,24,720,9.02436951857839,6.220611540175813,0.4865270858679749,6.220611540175813,9.02436951857839,0.07788897738162304,0.6700090850058451,0.6231118190529843,0.6700090850058451
Chronos,ETTh1,24,192,3.4570572366803476,3.1444026196552053,0.5491212325320324,3.1444026196552053,3.4570572366803476,0.850594924985985,2.9961033036712883,5.954164474901896,2.9961033036712887
Chronos,ETTm2,24,720,3.6356149700020883,3.5825715499761794,0.28528372716824424,3.5825715499761794,3.6356149700020883,1.7665079869771458,4.926633328436812,12.36555590884002,4.926633328436812
Chronos,Electricity,24,192,84.03344252238382,104.05973075898163,0.5170890825371744,103.99451278704836,83.98073463847977,0.6996964037591139,51.45087302362452,224.60254560667556,51.45087302362452
Chronos,ETTh1,24,336,3.7690641758546453,3.281485755963545,0.6017490394126774,3.281485755963545,3.7690641758546453,1.4966405487750045,2.959671374762768,10.476483841425033,2.959671374762768
Chronos,ETTm2,24,192,1.657647374720252,2.1851488749751904,0.1926326467329687,2.1851488749751904,1.657647374720252,5.417124608331869,4.602267452745136,37.91987225832308,4.602267452745136
Chronos,ETTh2,24,720,3.8365717680278437,3.6374953569275226,0.47540271230808534,3.6372143708257476,3.836476970340994,0.46859106239371523,4.709366729957133,3.280137436756007,4.709366729957133
Chronos,ETTm1,24,720,6.293285175400903,4.2972582181234396,1.0118785338435674,4.294309643161333,6.287757145229361,0.5911196379333398,3.5172281221042803,4.137837465533377,3.5172281221042803
Chronos,ETTm1,24,336,6.5812023428787265,4.097210395678399,0.6149358332063833,4.091695740984264,6.573150905271458,0.8556879712333737,3.2959774158001265,5.989815798633616,3.295977415800127
Chronos,ETTh1,24,720,4.002268708283639,3.3550094403555173,0.5663880150963504,3.354556222594316,4.001872728509855,1.3188913024740903,3.0096874314390307,9.232239117318631,3.0096874314390303
Chronos,Electricity,24,336,117.20299832262918,128.1963401316703,0.6242410253068651,128.11236376674387,117.12435939687236,0.9407653254314343,61.128171786485126,301.9856694634904,61.128171786485126
Chronos,Electricity,24,720,170.90609639935872,163.43095636692473,0.7751055851339729,163.38780394415267,170.86040692451613,0.6371321362495629,72.9623738255864,204.51941573610978,72.9623738255864
AR,Exchange,24,48,0.014335060057758734,0.08856315000301224,1.5556972942845722,0.08856315000301224,0.014335060057758734,0.009906874076267853,0.07920094414834744,0.07925499261014281,0.07920094414834744
AR,ETTh2,24,12,0.09670084930873014,0.20536566796834957,0.7480354045249992,0.20536566796834957,0.09670084930873014,1038474667398124.4,4.116265009137371,417171081752362.75,2.6377483018330086
AR,Illness,24,24,5.54045650247871,1.653925722538084,4.894982121625068,1.653925722538084,5.54045650247871,0.830858328604168,4.963424947884555,5.816008300229176,4.963424947884556
AR,Divvy,24,6,0.5764503517499838,0.5618624256226861,2.6162501888775602,0.5618624256226861,0.5764503517499838,156815486257420.47,71.21334448141278,9207911091627752.0,63.16574102939113
AR,Weather,24,6,0.09794572293849896,0.17938614122310337,1.6142528906651787,0.17938614122310337,0.09794572293849896,1.6762119288567684e+16,12.479545439509293,84.17272011240208,82.64024669737073
AR,M5,24,6,15.960842417004548,1.0255413589347606,0.8610411054834799,1.01314542439807,15.944157856065278,1481528715900063.8,1518.823461160449,2.0917819865167677e+18,682.9808534573182
AR,Electricity,24,6,0.08334845661296268,0.17140259912231395,0.3577181165725601,0.17140259912231395,0.08334845661296268,1724952545258100.8,33.898322953396246,157.66931934195293,149.73547830511527
AR,Divvy,24,24,0.5598231206601854,0.5845289412388895,4.814426208398019,0.5845289412388895,0.5598231206601854,169248690440335.75,73.6490313995106,1.1436732324324348e+16,65.81787741452096
AR,Electricity,24,12,0.07605744136136566,0.16495506712579786,0.5046179625286861,0.16495506712579786,0.07605744136136566,2513136119130662.0,33.03019707928515,210.22294286533446,204.3239534051091
AR,Electricity,24,96,0.17982782910281905,0.27594853320701607,1.0262989648579852,0.27594853320701607,0.17982782910281905,3026512753279574.0,47.010832510498,267.7911717611654,255.81979626968845
AR,Weather,24,96,0.16758929978265802,0.2920111012269601,10.311990656472041,0.2920111012269601,0.16758929978265802,1.3985590581257691e+17,13.445400805289493,671.7687621420848,656.2721372095962
AR,Divvy,24,48,0.9015257825723568,0.7628128289421273,7.230282805587461,0.7628128289421273,0.9015257825723568,204672276559505.9,87.62816220696403,1.5766375492454102e+16,81.62915903858044
AR,Exchange,24,24,0.012228808229581115,0.07428990738624613,0.8234035429133711,0.07428990738624613,0.012228808229581115,0.008312143657058086,0.06604837343677852,0.06649714925646467,0.06604837343677852
AR,M5,24,48,13.320221931457901,0.9809129055980461,0.8620689796887575,0.9721050488396785,13.308558565367006,1578768884935217.8,1520.2206124001893,1.3559764832944205e+18,710.8241406890219
AR,ETTh1,24,48,0.33712031889272887,0.3842439407760187,1.4151264861280488,0.3842439407760187,0.33712031889272887,15193915638868.064,2.704022237178546,2.7653948517666422,2.5331938817011777
AR,ETTh1,24,12,0.19738358508522014,0.31096772424167196,0.9403211520760302,0.31096772424167196,0.19738358508522014,23642169787712.977,1.8030992981090748,1.816110373856898,1.6731799451929903
VAR,Illness,24,24,46.39194852927848,14.036919727246293,2.1070759457376202,14.036919727246293,46.39194852927848,1.2228732966440623,0.8312070143527907,1.2228732966440623,0.8312070143527905
AR,ETTh1,24,6,0.24392499870762438,0.34196664535996224,1.3802935934916027,0.34196664535996224,0.24392499870762438,6076493402682.369,1.64715892008918,1.4887330070848936,1.4343814659054548
ARIMA,ETTh1,24,96,0.42299807964140307,0.43260587007657464,1.5777001366104242,0.43260587007657464,0.42299807964140307,115741052132037.17,2.674184568624689,3.4308127662155457,2.6665823019845476
AR,ETTm1,24,96,1.2157228371985327,0.6743267506943056,4.453150046979464,0.6743267506943056,1.2157228371985327,46945475126840.76,3.358111400695329,3.937678296512931,3.2783015492604517
AR,ETTm2,24,12,0.30570784467739875,0.3821809505156502,2.0371714605422957,0.3821809505156502,0.30570784467739875,1390038013258758.8,4.590376555806836,3.467307056520711,3.6398185350894416
VAR,Illness,24,48,44.04263411108116,13.527506053172253,1.8646264035394602,13.527506053172253,44.04263411108116,1.1454606352628989,0.7534200092224091,1.1454606352628989,0.753420009222409
AR,Divvy,24,12,0.5415610263822258,0.5485635024780379,3.4972518114564046,0.5485635024780379,0.5415610263822258,172719465527634.88,70.10384837047646,1.0605761737557198e+16,62.61092506444759
AR,ETTm1,24,6,1.1678230899491742,0.8567032271627789,4.231703823055525,0.8567032271627789,1.1678230899491742,12713412838554.645,4.437300897153995,6.96572655232548,4.1237281769375596
VAR,ETTh2,24,96,1.2899112774450252,1.990227777275605,0.15531926860118125,1.990227777275605,1.2899112774450252,509013178288716.25,0.5556995465494934,0.5985145856736059,0.4167390496401188
AR,ETTh2,24,96,0.2649962705897283,0.3348890363669837,1.8503113564773972,0.3348890363669837,0.2649962705897283,1562731197276987.2,4.545132917252514,122942709958755.94,4.064861926470594
AR,ETTh2,24,24,0.09870732665133744,0.209147228150343,0.9518018246988131,0.209147228150343,0.09870732665133744,1000056607965074.6,3.754597758122477,208585540876509.12,2.596016018366716
AR,Exchange,24,96,0.0352914495496054,0.12660382653811822,3.2280356240943178,0.12660382653811822,0.0352914495496054,0.014260046886338619,0.1141240805447435,0.11408037509070895,0.1141240805447435
ARIMA,ETTm2,24,96,0.20664923630654428,0.29990794285409544,2.8074312382245803,0.29990794285409544,0.20664923630654428,743007168592343.6,,3.572131322347616,3.1776798198299243
AR,ETTm1,24,24,0.6447524633873769,0.5883787769848655,4.257313781430192,0.5883787769848655,0.6447524633873769,48659412339338.555,3.381670478604427,6.006818446542299,2.957302398525834
VAR,ETTh1,24,24,1.1944663040840966,2.0456061268082433,0.2598635181014518,2.0456061268082433,1.1944663040840966,34602654852584.75,0.3581650631549154,0.5368143641803188,0.33410236423498296
VAR,ETTh2,24,24,0.7731621337843814,1.579853738793204,0.12957478795112493,1.579853738793204,0.7731621337843814,465444726498664.25,0.5373859119473362,0.47689801432247236,0.38279889442066334
